## Fri Jan 20 14:08:03 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_g7safdbh/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 1224 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FNPKGJ_14185	216595.PFLU_3012	0.0	970.0	COG3278@1|root,COG3278@2|Bacteria,1MU18@1224|Proteobacteria,1RM7I@1236|Gammaproteobacteria	1224|Proteobacteria	C	Belongs to the heme-copper respiratory oxidase family	ccoN	-	1.9.3.1	ko:K00404,ko:K15862	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00156	-	-	ko00000,ko00001,ko00002,ko01000	3.D.4.3	-	iIT341.HP0144	COX1
FNPKGJ_14190	205922.Pfl01_2510	1.61e-86	257.0	2B1PI@1|root,31U51@2|Bacteria,1QRYX@1224|Proteobacteria,1RV7S@1236|Gammaproteobacteria,1YTK6@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_14195	216595.PFLU_3014	9.35e-154	432.0	28PW7@1|root,32EDN@2|Bacteria,1R393@1224|Proteobacteria,1T64Z@1236|Gammaproteobacteria,1YUK2@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Protein of unknown function (DUF3313)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3313
FNPKGJ_14200	216595.PFLU_3015	0.0	943.0	COG5361@1|root,COG5361@2|Bacteria,1MWTW@1224|Proteobacteria,1S3FP@1236|Gammaproteobacteria,1YQGA@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Protein of unknown function (DUF1254)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1214,DUF1254
FNPKGJ_14205	216595.PFLU_3016	3.64e-74	223.0	COG0784@1|root,COG0784@2|Bacteria,1P8D2@1224|Proteobacteria,1RUCV@1236|Gammaproteobacteria,1YQQ0@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	response regulator	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg
FNPKGJ_14210	216595.PFLU_3017	0.0	2080.0	COG0745@1|root,COG2199@1|root,COG4251@1|root,COG5278@1|root,COG0745@2|Bacteria,COG3706@2|Bacteria,COG4251@2|Bacteria,COG5278@2|Bacteria,1R7HC@1224|Proteobacteria,1T2D4@1236|Gammaproteobacteria,1YPNE@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	sensor histidine kinase response regulator	-	-	-	-	-	-	-	-	-	-	-	-	CHASE3,EAL,GAF_2,GGDEF,HATPase_c,HisKA,Response_reg
FNPKGJ_14215	216595.PFLU_3018	8.64e-193	535.0	COG1352@1|root,COG1352@2|Bacteria,1NQTI@1224|Proteobacteria,1RS9Z@1236|Gammaproteobacteria,1YM98@136843|Pseudomonas fluorescens group	1224|Proteobacteria	NT	chemotaxis, protein	cheR3	-	2.1.1.80	ko:K00575	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko01000,ko02035	-	-	-	CheR,CheR_N
FNPKGJ_14220	216595.PFLU_3019	3.45e-138	391.0	COG2201@1|root,COG2201@2|Bacteria,1RCWE@1224|Proteobacteria,1S6II@1236|Gammaproteobacteria,1YQ6H@136843|Pseudomonas fluorescens group	1224|Proteobacteria	NT	protein-glutamate methylesterase	cheB1	-	3.1.1.61,3.5.1.44	ko:K03412	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	-	CheB_methylest
FNPKGJ_14225	216595.PFLU_3020	5.16e-270	741.0	COG0642@1|root,COG3437@1|root,COG2205@2|Bacteria,COG3437@2|Bacteria,1N96D@1224|Proteobacteria,1RPN0@1236|Gammaproteobacteria,1YNQ2@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	Histidine kinase	luxQ	-	2.7.13.3	ko:K10909	ko02020,ko02024,ko05111,map02020,map02024,map05111	M00513	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA,LuxQ-periplasm,Response_reg
FNPKGJ_14230	216595.PFLU_3021	3.45e-83	246.0	COG0784@1|root,COG0784@2|Bacteria,1N9Y6@1224|Proteobacteria,1RU9Q@1236|Gammaproteobacteria,1YQBP@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	Response regulator receiver domain	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg
FNPKGJ_14235	216595.PFLU_3022	0.0	2774.0	COG2931@1|root,COG2931@2|Bacteria,1QXB7@1224|Proteobacteria,1T36Z@1236|Gammaproteobacteria,1YUI3@136843|Pseudomonas fluorescens group	1224|Proteobacteria	Q	pathogenesis	fitD	-	-	ko:K19615	ko02020,map02020	-	-	-	ko00000,ko00001,ko02042	-	-	-	Peptidase_C80,TcdA_TcdB_pore
FNPKGJ_14240	216595.PFLU_3023	0.0	1065.0	COG4191@1|root,COG4191@2|Bacteria,1RCM9@1224|Proteobacteria,1RP53@1236|Gammaproteobacteria,1YPAQ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	GAF,HATPase_c,HisKA,PAS_3,PAS_4,PAS_9,Response_reg
FNPKGJ_14245	216595.PFLU_3024	0.0	962.0	COG0467@1|root,COG0467@2|Bacteria,1NEWW@1224|Proteobacteria,1RR5C@1236|Gammaproteobacteria,1YPJQ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	Circadian clock protein kaic	kaiC	-	-	ko:K08482	-	-	-	-	ko00000	-	-	-	ATPase
FNPKGJ_14250	216595.PFLU_3025	1.03e-212	592.0	COG0457@1|root,COG0457@2|Bacteria,1MX2U@1224|Proteobacteria,1RPD2@1236|Gammaproteobacteria,1YM5I@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	COG0457 FOG TPR repeat	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_C554,HEAT_2,Paired_CXXCH_1,TPR_16,TPR_19,TPR_20,TPR_8
FNPKGJ_14255	216595.PFLU_3026	5.76e-212	585.0	COG3781@1|root,COG3781@2|Bacteria,1MX91@1224|Proteobacteria,1S0QU@1236|Gammaproteobacteria,1YPH2@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	Bestrophin, RFP-TM, chloride channel	yneE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K08994	-	-	-	-	ko00000,ko02000	1.A.46.2	-	-	Bestrophin
FNPKGJ_14260	216595.PFLU_3027	2.85e-166	466.0	COG1028@1|root,COG1028@2|Bacteria,1MUBQ@1224|Proteobacteria,1RQJT@1236|Gammaproteobacteria,1YPS3@136843|Pseudomonas fluorescens group	1224|Proteobacteria	IQ	Belongs to the short-chain dehydrogenases reductases (SDR) family	fadB2x	-	-	-	-	-	-	-	-	-	-	-	adh_short,adh_short_C2
FNPKGJ_14265	216595.PFLU_3028	2.3e-276	756.0	COG0183@1|root,COG0183@2|Bacteria,1MU5G@1224|Proteobacteria,1RM93@1236|Gammaproteobacteria,1YMQD@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	Catalyzes the synthesis of acetoacetyl coenzyme A from two molecules of acetyl coenzyme A. It can also act as a thiolase, catalyzing the reverse reaction and generating two-carbon units from the four-carbon product of fatty acid oxidation	atoB	-	2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iJN746.PP_2215	Thiolase_C,Thiolase_N
FNPKGJ_14270	216595.PFLU_3029	6e-267	731.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,1RMMJ@1236|Gammaproteobacteria,1YNRV@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	acyl-CoA dehydrogenase	mmgC	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
FNPKGJ_14275	216595.PFLU_3030	4.28e-178	496.0	COG1024@1|root,COG1024@2|Bacteria,1MWZC@1224|Proteobacteria,1RPSX@1236|Gammaproteobacteria,1YMP7@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	Belongs to the enoyl-CoA hydratase isomerase family	fadB1x	-	4.2.1.17	ko:K01692	ko00071,ko00280,ko00281,ko00310,ko00360,ko00362,ko00380,ko00410,ko00627,ko00640,ko00650,ko00903,ko00930,ko01100,ko01110,ko01120,ko01130,ko01212,map00071,map00280,map00281,map00310,map00360,map00362,map00380,map00410,map00627,map00640,map00650,map00903,map00930,map01100,map01110,map01120,map01130,map01212	M00032,M00087	R03026,R03045,R04137,R04170,R04204,R04224,R04738,R04740,R04744,R04746,R04749,R05595,R06411,R06412,R06942,R08093	RC00831,RC00834,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115	ko00000,ko00001,ko00002,ko01000	-	-	-	ECH_1
FNPKGJ_14280	216595.PFLU_3031	5.83e-273	747.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,1RMMJ@1236|Gammaproteobacteria,1YND1@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	acyl-CoA dehydrogenase	acdA	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
FNPKGJ_14285	216595.PFLU_3032	3.91e-268	733.0	COG1024@1|root,COG1024@2|Bacteria,1MU0B@1224|Proteobacteria,1RN07@1236|Gammaproteobacteria,1YNZH@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	Enoyl-CoA hydratase/isomerase	echA8_2	-	-	-	-	-	-	-	-	-	-	-	ECH_2
FNPKGJ_14290	216595.PFLU_3033	1.28e-161	454.0	COG3448@1|root,COG3448@2|Bacteria,1MXJG@1224|Proteobacteria,1RYFC@1236|Gammaproteobacteria,1YPDX@136843|Pseudomonas fluorescens group	1224|Proteobacteria	T	HPP family	-	-	-	ko:K07168	-	-	-	-	ko00000	-	-	-	CBS,HPP
FNPKGJ_14300	216595.PFLU_3035	0.0	1041.0	COG1807@1|root,COG1807@2|Bacteria,1NTCC@1224|Proteobacteria,1RU81@1236|Gammaproteobacteria,1YQ4I@136843|Pseudomonas fluorescens group	1224|Proteobacteria	M	Dolichyl-phosphate-mannose-protein mannosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	PMT,PMT_2
FNPKGJ_14305	216595.PFLU_3036	0.0	932.0	COG1004@1|root,COG1004@2|Bacteria,1MW5U@1224|Proteobacteria,1RMVW@1236|Gammaproteobacteria,1YMM4@136843|Pseudomonas fluorescens group	1224|Proteobacteria	M	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	ugd	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
FNPKGJ_14310	216595.PFLU_3037	2.24e-87	257.0	COG2076@1|root,COG2076@2|Bacteria,1N7ZX@1224|Proteobacteria,1SCDW@1236|Gammaproteobacteria,1YQPY@136843|Pseudomonas fluorescens group	1224|Proteobacteria	P	Translocates 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol (alpha-L-Ara4N-phosphoundecaprenol) from the cytoplasmic to the periplasmic side of the inner membrane	arnF	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0042221,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	ko:K12963	ko01503,map01503	M00721	-	-	ko00000,ko00001,ko00002,ko01005	2.A.7	-	iECUMN_1333.ECUMN_2601,iSF_1195.SF2337,iS_1188.S2471	EamA,Multi_Drug_Res
FNPKGJ_14315	216595.PFLU_3038	3.32e-74	222.0	COG2076@1|root,COG2076@2|Bacteria,1N7QD@1224|Proteobacteria,1SDS0@1236|Gammaproteobacteria,1YQNY@136843|Pseudomonas fluorescens group	1224|Proteobacteria	U	Translocates 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol (alpha-L-Ara4N-phosphoundecaprenol) from the cytoplasmic to the periplasmic side of the inner membrane	arnE	-	-	ko:K12962	ko01503,map01503	M00721	-	-	ko00000,ko00001,ko00002,ko01005,ko02000	2.A.7.22	-	-	EamA,Multi_Drug_Res
FNPKGJ_14320	216595.PFLU_3039	0.0	1110.0	COG1807@1|root,COG1807@2|Bacteria,1NMIZ@1224|Proteobacteria,1RMA2@1236|Gammaproteobacteria,1YN54@136843|Pseudomonas fluorescens group	1224|Proteobacteria	M	Catalyzes the transfer of the L-Ara4N moiety of the glycolipid undecaprenyl phosphate-alpha-L-Ara4N to lipid A. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides	arnT	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016763,GO:0033692,GO:0034637,GO:0034645,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0050896,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.4.2.43	ko:K07264	ko01503,map01503	M00721	R09773,R09774,R09781	RC00005	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	-	iEcHS_1320.EcHS_A2402	PMT,PMT_2
FNPKGJ_14325	216595.PFLU_3040	1.88e-220	607.0	COG0726@1|root,COG0726@2|Bacteria,1N8Q4@1224|Proteobacteria,1RQ0R@1236|Gammaproteobacteria,1YNX2@136843|Pseudomonas fluorescens group	1224|Proteobacteria	G	Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides	arnD	GO:0005575,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0042221,GO:0050896	-	ko:K13014	ko00520,ko01503,map00520,map01503	M00721,M00761	R07662	RC00323,RC01575	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iAF987.Gmet_0882,iB21_1397.B21_02141,iBWG_1329.BWG_2029,iEC042_1314.EC042_2499,iECBD_1354.ECBD_1403,iECB_1328.ECB_02182,iECDH10B_1368.ECDH10B_2416,iECDH1ME8569_1439.ECDH1ME8569_2192,iECD_1391.ECD_02182,iECO103_1326.ECO103_2722,iECO111_1330.ECO111_3006,iECO26_1355.ECO26_3246,iECUMN_1333.ECUMN_2597,iECW_1372.ECW_m2447,iEKO11_1354.EKO11_1508,iETEC_1333.ETEC_2390,iEcDH1_1363.EcDH1_1402,iEcHS_1320.EcHS_A2401,iEcolC_1368.EcolC_1393,iJO1366.b2256,iSFV_1184.SFV_2326,iSSON_1240.SSON_2317,iUMNK88_1353.UMNK88_2808,iWFL_1372.ECW_m2447,iY75_1357.Y75_RS11830	Polysacc_deac_1
FNPKGJ_14330	216595.PFLU_3041	0.0	1344.0	COG0223@1|root,COG0451@1|root,COG0223@2|Bacteria,COG0451@2|Bacteria,1MXKV@1224|Proteobacteria,1RNJD@1236|Gammaproteobacteria,1YNTF@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	Bifunctional enzyme that catalyzes the oxidative decarboxylation of UDP-glucuronic acid (UDP-GlcUA) to UDP-4-keto- arabinose (UDP-Ara4O) and the addition of a formyl group to UDP-4- amino-4-deoxy-L-arabinose (UDP-L-Ara4N) to form UDP-L-4-formamido- arabinose (UDP-L-Ara4FN). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides	arnA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006040,GO:0006139,GO:0006725,GO:0006793,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009225,GO:0009226,GO:0009987,GO:0016043,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016741,GO:0016742,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0022607,GO:0033319,GO:0033320,GO:0034214,GO:0034641,GO:0034654,GO:0036094,GO:0042221,GO:0042802,GO:0043167,GO:0043168,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046349,GO:0046483,GO:0046677,GO:0048037,GO:0048040,GO:0050662,GO:0050896,GO:0051259,GO:0051287,GO:0055086,GO:0055114,GO:0065003,GO:0070403,GO:0071704,GO:0071840,GO:0097159,GO:0099618,GO:0099619,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:2001313,GO:2001315	1.1.1.305,2.1.2.13,5.1.3.2	ko:K01784,ko:K10011,ko:K12449	ko00052,ko00520,ko01100,ko01503,map00052,map00520,map01100,map01503	M00361,M00362,M00632,M00721,M00761	R00291,R01384,R01386,R02984,R07658,R07660	RC00026,RC00289,RC00508,RC01575,RC01811,RC01812	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iPC815.YPO2420,iSFV_1184.SFV_2325	Epimerase,Formyl_trans_C,Formyl_trans_N
FNPKGJ_14335	216595.PFLU_3042	1.41e-241	664.0	COG0463@1|root,COG0463@2|Bacteria,1MWE5@1224|Proteobacteria,1RPCE@1236|Gammaproteobacteria,1YQ1S@136843|Pseudomonas fluorescens group	1224|Proteobacteria	I	Catalyzes the transfer of 4-deoxy-4-formamido-L- arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides	arnC	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0044464,GO:0071944,GO:0099621	2.4.2.53	ko:K10012	ko00520,ko01503,map00520,map01503	M00721,M00761	R07661	RC00005,RC02954	ko00000,ko00001,ko00002,ko01000,ko01005,ko02000	4.D.2.1.8	GT2	iAPECO1_1312.APECO1_4307,iE2348C_1286.E2348C_2398,iECABU_c1320.ECABU_c25880,iECED1_1282.ECED1_2720,iECOK1_1307.ECOK1_2490,iECP_1309.ECP_2297,iECS88_1305.ECS88_2403,iLF82_1304.LF82_0138,iNRG857_1313.NRG857_11430,iUMN146_1321.UM146_05530,iUTI89_1310.UTI89_C2536,ic_1306.c2796	Glycos_transf_2
FNPKGJ_14340	216595.PFLU_3043	9.85e-197	545.0	2C2F9@1|root,32DKZ@2|Bacteria,1PXF2@1224|Proteobacteria,1RUR4@1236|Gammaproteobacteria,1YRXF@136843|Pseudomonas fluorescens group	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FNPKGJ_14345	216595.PFLU_3044	6.51e-217	598.0	COG4974@1|root,COG4974@2|Bacteria,1R7M0@1224|Proteobacteria,1RYKU@1236|Gammaproteobacteria,1YNC0@136843|Pseudomonas fluorescens group	1224|Proteobacteria	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_int_SAM_1,Phage_integrase
FNPKGJ_14350	216595.PFLU_3045	9.13e-203	561.0	COG1028@1|root,COG1028@2|Bacteria,1MW9A@1224|Proteobacteria,1RMC9@1236|Gammaproteobacteria,1YQIR@136843|Pseudomonas fluorescens group	1224|Proteobacteria	IQ	short chain dehydrogenase reductase family	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
FNPKGJ_14355	216595.PFLU_3046	8.12e-265	728.0	COG0477@1|root,COG2814@2|Bacteria,1MW19@1224|Proteobacteria,1RMSZ@1236|Gammaproteobacteria,1YMIZ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	EGP	Transporter	-	-	-	ko:K07552	-	-	-	-	ko00000,ko02000	2.A.1.2	-	-	MFS_1
FNPKGJ_14360	216595.PFLU_3047	0.0	920.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,1RS15@1236|Gammaproteobacteria,1YNZ8@136843|Pseudomonas fluorescens group	1224|Proteobacteria	NT	Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	4HB_MCP_1,HAMP,MCPsignal
FNPKGJ_14365	216595.PFLU_3048	1.49e-81	241.0	COG1733@1|root,COG1733@2|Bacteria,1MZ6G@1224|Proteobacteria,1S70Z@1236|Gammaproteobacteria	1224|Proteobacteria	K	HxlR-like helix-turn-helix	-	-	-	-	-	-	-	-	-	-	-	-	HxlR
FNPKGJ_14370	216595.PFLU_3049	1.38e-170	477.0	COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,1RY5U@1236|Gammaproteobacteria	1224|Proteobacteria	IQ	Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases)	-	-	1.1.1.100	ko:K00059,ko:K18335	ko00051,ko00061,ko00333,ko00780,ko01040,ko01100,ko01120,ko01130,ko01212,map00051,map00061,map00333,map00780,map01040,map01100,map01120,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R10690,R11671	RC00029,RC00089,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
FNPKGJ_14375	216595.PFLU_3059	0.0	931.0	COG0840@1|root,COG4564@1|root,COG0840@2|Bacteria,COG4564@2|Bacteria,1MU9B@1224|Proteobacteria,1RMV2@1236|Gammaproteobacteria,1YNH8@136843|Pseudomonas fluorescens group	1224|Proteobacteria	NT	chemotaxis, protein	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	HAMP,MCPsignal,sCache_2
FNPKGJ_14380	216595.PFLU_3060	1.25e-303	827.0	COG3203@1|root,COG3203@2|Bacteria,1QXB9@1224|Proteobacteria,1T370@1236|Gammaproteobacteria,1YUI4@136843|Pseudomonas fluorescens group	1224|Proteobacteria	M	outer membrane porin, OprD family	-	-	-	-	-	-	-	-	-	-	-	-	OprD
FNPKGJ_14385	216595.PFLU_3061	3.42e-296	810.0	COG2851@1|root,COG2851@2|Bacteria,1N25B@1224|Proteobacteria,1RR4W@1236|Gammaproteobacteria,1YPGA@136843|Pseudomonas fluorescens group	1224|Proteobacteria	C	similarity to SP P42308	yraO	-	-	ko:K03300	-	-	-	-	ko00000	2.A.11	-	-	CitMHS
FNPKGJ_14390	216595.PFLU_3062	9.09e-300	820.0	COG1301@1|root,COG1301@2|Bacteria,1MU0Q@1224|Proteobacteria,1RMEN@1236|Gammaproteobacteria,1YP6F@136843|Pseudomonas fluorescens group	1224|Proteobacteria	U	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	dctA1	-	-	ko:K03309,ko:K11103	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.23,2.A.23.1.3,2.A.23.1.6,2.A.23.1.7	-	-	SDF
FNPKGJ_14395	216595.PFLU_3063	6.39e-259	709.0	COG2828@1|root,COG2828@2|Bacteria,1MXVV@1224|Proteobacteria,1RNE6@1236|Gammaproteobacteria,1YSZ5@136843|Pseudomonas fluorescens group	1224|Proteobacteria	S	PrpF protein	ybhH	-	-	-	-	-	-	-	-	-	-	-	PrpF
FNPKGJ_14400	216595.PFLU_3064	4.38e-211	583.0	COG0583@1|root,COG0583@2|Bacteria,1MUWX@1224|Proteobacteria,1RYWC@1236|Gammaproteobacteria,1YN9D@136843|Pseudomonas fluorescens group	1224|Proteobacteria	K	Transcriptional regulator	ybhD	GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363,GO:1990837	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
FNPKGJ_14405	216595.PFLU_3065	0.0	939.0	COG0174@1|root,COG0174@2|Bacteria,1MU6V@1224|Proteobacteria,1RPNZ@1236|Gammaproteobacteria,1YNY5@136843|Pseudomonas fluorescens group	1224|Proteobacteria	E	Belongs to the glutamine synthetase family	glnA	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C
FNPKGJ_14410	216595.PFLU_3066	0.0	946.0	COG0001@1|root,COG0001@2|Bacteria,1MUY5@1224|Proteobacteria,1RYJN@1236|Gammaproteobacteria,1YPPF@136843|Pseudomonas fluorescens group	1224|Proteobacteria	H	Aminotransferase class-III	hemL	-	5.4.3.8	ko:K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02272	RC00677	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
FNPKGJ_14415	216595.PFLU_3067	1.43e-178	498.0	COG1028@1|root,COG1028@2|Bacteria,1RBU3@1224|Proteobacteria,1S5MG@1236|Gammaproteobacteria,1YMT0@136843|Pseudomonas fluorescens group	1224|Proteobacteria	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
FNPKGJ_14420	216595.PFLU_3068	1.59e-211	585.0	COG0583@1|root,COG0583@2|Bacteria,1MVGZ@1224|Proteobacteria,1S394@1236|Gammaproteobacteria,1YRGZ@136843|Pseudomonas fluorescens group	1224|Proteobacteria	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
